"","trip","real","normal","normal_F","normal_5","normal_95","t","frequency"
"440",4915,2439,1613.11139194425,2137.29200928049,2021.0021928498,2184.91002036579,576.283927404867,1632.7826919856
"441",4945,1716,1689.9937750513,1554.36933942561,1712.6436387569,1762.80122710384,243.41850839134,1305.52596979805
"442",4949,1488,1436.8365584318,1365.86452186168,1572.79857781029,1671.43193638679,1546.05728694227,2856.61469101087
"443",4956,980,1154.56130629235,1034.85531244082,1030.01866740769,875.760863262939,5397.00620404997,899.206726102972
"444",4960,2546.14199995995,2640.01327285105,2861.86449319334,2594.40054193434,2767.54462990326,1071.352184664,1356.32832461828
"445",4973,1079,975.169771040336,990.707829117715,1035.69877215211,881.24421421755,2050.39631926851,1065.1051728718
"446",4987,2172.99699997902,1821.79224589902,60150.8565105477,2099.80646734814,2074.49283209854,825.458444596858,1350.19601650729
"447",5020,1356.5680000782,1407.18621847123,1278.4761921121,1292.66047280515,1165.02254712377,1964.89291302668,2656.18158314575
"448",5034,1107,1040.42095762904,1123.24964788785,814.321615799878,1304.94689688763,511.865400400549,1010.95574163595
"449",5037,851,778.484327707222,826.605402493093,833.961847747992,787.515906190715,2070.29393746733,1865.07657516411
"450",5069,701.536999940872,582.485344708179,640.083805231553,809.887271206698,755.102115396158,1984.4644986884,2068.39159261092
"451",5075,893.025000095367,965.434106378363,1109.53579535661,1134.68636293297,2189.91454327812,1435.91221339545,2089.06320812235
"452",5080,1217.9240000248,1200.87515247478,1300.93027439567,1080.9256014904,1233.84944082095,11371.4417693963,1275.01264350303
"453",5089,191,206.540184821573,203.174555063213,196.759235528478,214.804129715667,564.085161911647,1625.97934764331
"454",5104,1153,1198.72924431594,1966.52584545502,1360.20088724764,1437.78789489104,1190.6740271866,302.443110477809
"455",5107,1405,1518.79746549043,1656.89419240425,1505.55834232492,1536.68511274036,1525.03335517866,1846.54474517145
"456",5108,1341,1401.82654349968,1380.78226356059,924.62486435648,974.511316606842,4982.95222969636,1788.26448052581
"457",5121,883.088000059128,863.977483333204,995.240991988,697.875536531295,2458.51082155905,1206.12224746503,1966.87295571742
"458",5134,1339.21700000763,1684.16765687419,1418.38084481912,1409.58565921028,1642.72381085358,2641.33384813048,1352.57833754879
"459",5141,1064,1145.52299031803,1177.47705210784,1162.38785694736,1094.57323272674,894.653472279603,1487.05599279733
"460",5163,1732,1829.66879134171,2182.1124525789,1987.95862651991,2070.71584177832,1958.25869979846,1209.60132806444
"461",5168,1439.35199999809,1477.22643021081,3353.89294407833,1472.78997894393,1860.73638573307,1795.21473945066,1439.44447435557
"462",5182,785,905.845263603136,869.884426173326,986.850078368006,889.840283438152,1127.13570789543,625.4524816806
"463",5200,1004.23500013351,1044.71099119912,1066.96524287052,1132.50556076386,1608.39818732546,3954.92725479698,1882.9225045217
"464",5203,1655,1410.08700865514,1796.86967475622,1816.67994326206,2204.76576057151,2237.21628484779,2108.89908063343
"465",5217,1742,1301.9432353,1749.11681217094,1711.74473984168,1805.59826415758,3142.22414721457,1562.43449035766
"466",5219,652,763.886836004822,2639.20395971049,682.360779616616,743.626593852852,1044.51722269566,1686.21589178129
"467",5232,836,753.363763153669,722.878439969142,886.539094951997,1106.1553406293,72.3423878519655,1238.66904075189
"468",5242,1604,1680.47360115126,1695.49710889567,1831.53655189325,1696.49766499616,5021.63458191512,2186.92655850781
"469",5270,944,1197.15599362929,915.471097421422,1217.59676566563,845.085352374028,1257.34607951865,1115.08225269272
"470",5319,1473,2039.81120846145,1931.06388766194,1959.01683056707,2068.49923456212,164.60369270616,569.547530404039
"471",5338,1049.97699999809,1886.30781196176,1122.90497737936,1181.67488635765,1303.04510255346,1634.12993532685,1459.43479047548
"472",5370,1484,1575.61157176575,1464.02543685701,1600.20083146113,997.66649777822,1769.73168304338,1103.6077395726
"473",5385,1376.55900001526,1523.53847234026,1763.80232363626,2593.58626599455,1419.29747395548,5647.43302467865,2245.75489454217
"474",5392,2952,3753.70214761019,7208.4926411664,4018.21055765482,3629.48999822938,2223.99988647208,2184.47922430454
"475",5402,996,1177.48572023114,1233.33124847955,1164.38249548622,1319.31808434798,1172.2390152294,2308.70264273039
"476",5415,889.793999910355,1617.46796774286,1865.19774317644,1049.83789437368,1063.82786824029,3420.34809022307,2811.92136574862
"477",5449,1239.09999990463,1507.42347756027,1546.40476325574,1226.62103411997,1827.26048839268,2400.55229064453,1512.77499941347
"478",5462,1410,1653.26853645764,2012.84475131896,1753.7072604134,1902.03616285249,775.975207040196,522.261730583822
"479",5471,592,674.726714562818,396.254604930832,506.051758429722,558.687727714077,1563.28327356029,2013.42368564485
"480",5477,889.871000051498,1268.54676809191,1161.48946970292,955.076175134078,800.995940196645,544.516868535208,1334.45655148974
"481",5480,2023.00900006294,1539.85129938978,2271.6338980059,2056.54610092511,2896.50997445281,1651.27720237644,1242.37333753657
"482",5482,502,641.101016320247,424.822670875247,344.767296736971,803.398205383173,2003.81264373334,1555.92857658683
"483",5484,673,885.814438152273,972.863732238032,1520.82648003032,1272.66644294941,174.129801125221,1275.24045727715
"484",5497,1697,1830.47759282458,2103.34628580946,2010.48204726901,2379.32821032729,9077.68260318877,1379.30616152544
"485",5501,998,1570.41282473118,1646.37855312971,1517.57035097961,1271.57198379485,2240.088419705,280.27156430929
"486",5503,644,820.268765032673,774.790509103364,1130.37978366714,3113.10811047791,1726.73988000709,1381.37206158638
"487",5513,1114.49099993706,1396.82315690259,1456.1436194394,1306.66651717825,1295.6756389974,2743.80626073928,1799.16161193865
"488",5523,2103,2508.36767376998,2529.39034090013,1793.62631395629,2241.32131852158,2153.48670253169,930.834129600998
"489",5534,2253.18600010872,1889.38686444914,2026.33069741816,2128.19765421271,1990.14837050054,221.108254515573,1058.05213058469
"490",5557,279,529.661428704609,942.602385736311,419.566045853157,285.144166507868,2064.65939822917,1841.75381768278
"491",5561,1317,1160.84958822188,1926.00929399338,1707.73109799325,1262.56824640957,1508.39955081119,2895.07507004262
"492",5562,456.762000083923,473.580918083292,401.624743266061,523.221044355126,496.189573750823,2852.94514428604,1139.3249914441
"493",5570,939,1144.74221775772,1204.47640144168,908.361414436434,1672.72882593878,5841.80859406992,2424.03713946769
"494",5573,623.454999923706,563.780323334096,503.547108971335,499.810009528866,511.626143542341,671.122651399642,1577.17523626665
"495",5600,868,1028.05032917466,1082.85747794671,960.932451957698,955.992665648153,1062.49999815194,1343.12370126951
"496",5636,2235,1751.23041900149,2338.29249219793,1732.50422521438,1567.21464094557,4031.37549463948,1213.59161827272
"497",5649,1017,1423.6464137192,1554.35393043134,956.013370773154,1921.64126444374,1047.23213702856,1259.68933322118
"498",5659,443,522.942771244283,944.904981594636,991.136874648918,576.134018273108,1020.79329201784,688.374941620521
"499",5686,734,1062.51396112253,1367.89412688219,804.387665076379,1057.54209519366,1483.1837026279,851.104885504501
"500",5701,314.611000061035,481.729374187113,448.886815205753,419.976886527804,370.418308695224,2601.42303523638,1769.19978167157
"501",5747,1375,1178.20889552621,7029.92138479422,1408.18193577678,1305.44611885915,784.26681326379,1486.523646484
"502",5767,1195.75500011444,1147.00506848255,1496.63815648452,1235.45711265467,1149.24629004984,3226.92507237991,598.533098349008
"503",5770,369,771.865714089893,311.98550145072,322.633150385295,333.173790777012,644.639348388422,2254.64840903732
"504",5786,2451,3031.88703461036,2484.19668756246,2830.19147105266,2865.29714625335,2098.23161161091,2486.20828434274
"505",5800,1026.94200015068,1138.84353681955,1112.82849106155,1229.52619951959,1376.72483461392,689.150870811293,1281.42946631167
"506",5811,851,887.300911088753,764.938615265483,2939.78190364209,1354.83823403225,1920.7149681347,1022.73312049066
"507",5841,418.849999904633,429.776508036908,277.943722591717,319.492352267504,282.118787472578,806.337508505059,995.443279514968
"508",5853,1131.9240000248,1152.93782465408,1138.01337092586,1162.73801220931,1378.64683666809,1508.70232421766,1709.58594678065
"509",5867,1175,1164.95959969031,1246.10069702957,1297.17855704894,1340.00444984386,1221.46840300578,1246.95300723144
"510",5876,1916,1562.76833452199,1633.59673050032,1457.45251695011,1932.13931154489,994.885597312888,313.072048410921
"511",5896,230,180.458590378406,180.411330434443,193.461723959406,244.656228050262,2257.1796092997,702.325064939312
"512",5897,32.0299999713898,30.5709629106625,35.65709290843,30.6770624736089,22.8779298882285,2664.6385680026,574.575644726402
"513",5901,1208,1202.96690443888,1421.51558469486,1263.69484714795,1371.228913744,7166.64151885839,1285.67388604534
"514",5903,310.099999904633,17234.8446231915,370.660347960589,401.956827855129,293.672258679779,592.61354146138,1485.48499271206
"515",5905,569,567.381347457803,395.787438711932,517.226954347759,739.070998340864,662.606510572592,892.352103036502
"516",5920,398,437.255662359506,380.966387061397,373.698217651741,494.182449450767,2336.24382930466,923.989381122201
"517",5935,2854.81200003624,2581.86281693705,2399.09184656986,2459.62957221597,2693.11140111557,12937.3721149302,655.419344341356
"518",5945,266,291.092235322357,277.906987935075,298.643440176169,352.287932686218,513.507922776565,1276.32434583782
"519",5971,474,572.353450796594,612.961743974912,557.616900544412,501.266291955068,1240.30044752915,1092.76168194298
"520",5991,825,526.944758375823,465.689119983826,568.135531090139,510.970738037423,653.125152406596,2349.08870448182
"521",6004,1347,1523.8004184697,1466.81648918208,1333.85009341425,1621.3528838442,875.887273610257,1313.48263387418
"522",6023,448,793.720361849622,549.82618022344,442.424870216682,697.461258764414,558.379141619949,1917.67468952085
"523",6028,1767.03500008583,1513.32449338299,1833.39928418684,1775.30056244513,1739.3374903507,3136.6545599336,962.384665389466
"524",6044,162.983000040054,242.525429601282,139.383782712363,163.346615823914,136.807345169038,437.125603022577,482.20604605281
"525",6050,1146,1256.68266416348,1266.09856717806,1133.20232807416,1322.41292259009,6322.1524557979,2565.5021172577
"526",6059,1008.84999990463,1127.08057316002,2777.76466894638,872.030426855816,793.694198774699,518.762842180036,2639.33970914623
"527",6075,878.796000003815,936.67347903665,1560.30144667298,830.043514635113,756.030374980144,2553.47966675111,2779.34881693603
"528",6089,948.048000097275,828.618972593944,989.173428170812,1103.90700705638,923.439562328428,3420.93062239659,275.525154646156
"529",6095,963.595999956131,969.586409380997,828.391264176832,857.011767906739,869.254419984811,1605.5187903656,617.382848126313
"530",6117,1176.5680000782,1204.84548715188,1469.04221484236,1190.49249985746,1426.28660843226,29.5313196074864,1801.84111422517
"531",6164,1144,1414.60210894437,1336.28580979253,1819.93732383099,1276.63097110853,6359.24762118774,1374.81211786949
"532",6275,1632.98399996758,1838.57057196794,2052.24455954356,1916.38010291177,1423.48721864322,1074.29838770254,536.84681777965
"533",6286,1196.70700001717,1170.94066328189,1131.68415234241,1029.14306432636,1239.13678245586,1199.47354708702,1891.8895120538
"534",6289,573,650.829790934733,899.686840167682,616.967062546562,1001.84085432561,1453.25917355531,2275.70231158984
"535",6309,1191.02800011635,875.025813590529,1357.88593450247,1183.99366282122,859.079378530621,1278.85387339902,1017.82210826181
"536",6312,1474.13100004196,1730.708840502,1936.15141002166,1649.92353735408,1568.57708205148,4202.28845576793,397.621178863778
"537",6322,2103,1739.66073679343,1256.79884104469,1422.24625878144,1591.32345316998,1536.6315100179,964.996123575147
"538",6326,885,2152.57931756072,856.5870062176,1029.09889308791,827.130307915178,694.663198515509,1727.49898060819
"539",6330,461.305999994278,477.481805907343,546.311504208497,457.898155384669,560.560248478875,380.694602071737,1601.05807495234
"540",6333,43,121.73120466929,143.133200853763,126.328999038699,161.146057126595,4868.85587040782,2644.04845806965
"541",6350,1725.72099995613,1512.11590742342,2374.4675922103,1680.91777275318,1804.82933260497,1263.08821930881,1969.50057082148
"542",6368,1729.07100009918,1605.58933588727,2354.65744770358,1541.89392483168,2455.81785563808,880.543862949375,461.079434834549
"543",6389,523,653.846263662113,1290.38354625504,1213.84904030908,614.659711611707,1356.86920949952,691.954773665925
"544",6398,1444.00300002098,1980.08388529688,1659.17882877997,1565.97857221008,2052.93187490371,1806.23286093341,971.950259761132
"545",6406,1445,1083.79272234135,1185.87132348262,1486.103935656,1193.67435227745,2045.23069722491,312.315290514832
"546",6424,346,245.864786863206,8472.42552297309,426.786560114786,244.617420100125,578.103088907874,1404.46908531913
"547",6464,1176,1135.21097855692,1315.05390514411,1123.11989110766,1306.41745324816,162.179210292075,1168.41239860396
"548",6465,958,1701.18906262289,1960.48603747882,1124.42643023044,1348.80737850082,339.824413575613,1393.23450115076
"549",6470,1377.17100000381,1266.51872344012,1686.09206785604,1815.58643042585,1532.49873193772,317.00596982292,1834.20850345081
"550",6475,528,453.666870622154,501.763222145919,472.861546179783,495.845984868636,1333.56712735565,649.255651160897
"551",6485,1714,1542.82995894238,1730.50126277808,1581.98553866704,1680.37605105046,3367.97139760556,604.696126236878
"552",6489,841,682.372477746386,725.045175150296,771.401372839117,909.908971965114,456.349133433106,538.632659126451
"553",6492,1501.30900001526,1274.09407697937,1356.51925608968,1511.20494264284,1432.14617885789,2463.66105626218,370.391579722747
"554",6505,566.15700006485,508.435263629805,1230.97977942242,528.415945602568,557.964691497587,901.637681041641,706.114487580907
"555",6508,2084,1982.49942093114,1441.20503038943,1259.59478339334,1186.34939205226,1426.29654708409,1368.84481228081
"556",6511,616,540.307288574272,967.897174737308,505.732334991684,928.778149491889,671.656755632627,356.367788933758
"557",6515,765,701.353638142751,622.737626925927,659.805438247626,462.308237127722,31.1811953665012,961.038057158784
"558",6522,1159,1934.14050513308,1316.00008334313,1164.29026557307,1295.71916865309,1236.73942118532,1379.27628199068
"559",6524,595.493999958038,686.967760485018,866.683030913578,862.40478997496,688.982033986955,1317.12106144159,1147.0028055385
"560",6539,1035,1279.42139492609,1074.21470490697,1179.23912443547,1149.2656188977,1155.24787175438,1079.34496446715
"561",6541,658.048000097275,529.042109138649,884.175965944339,511.19238421796,762.892309882995,6905.41829906644,899.951932771983
"562",6546,1050,1074.04482432796,1155.20215683544,976.584168152206,883.182304397637,3945.76475283357,647.168121442686
"563",6558,993,956.542456730939,1078.75142690493,869.482697543952,1022.4436593175,1068.43609478194,1534.29066716739
"564",6560,1061,1092.13822500772,1069.27422249274,1127.80003784245,1181.94864547572,1148.94773254258,338.139726109354
"565",6566,1908,1949.61095664567,2655.72446769219,2013.57865641757,1863.88319584258,558.786561496799,1028.08330924185
"566",6572,1785,1919.81370251101,1602.79342906638,1770.24794662825,1935.65693621468,2589.74292609764,2210.80288178445
"567",6596,1407,1350.56907351654,1422.95018446337,1383.00330265297,1476.28904900085,3526.75541915931,626.964761588848
"568",6600,1758,1536.87831820255,1764.28656828423,1530.05721469129,2182.56894554316,947.124195169379,692.414575101151
"569",6601,1011,1136.32674626775,1401.45093564365,1121.60777074075,1221.62021628697,2046.10432529906,1956.91499172068
"570",6604,2397.13499999046,2650.827694015,2113.61779497069,2197.16402340302,2110.11575650866,1334.46685259203,999.700342392009
"571",6607,744,712.598314193986,724.835364742972,672.14016479437,734.673501114935,1754.50301313662,735.566023925569
"572",6611,1450.05599999428,1440.64349033429,1709.10788366248,1430.2311277928,1456.87606668864,1186.60811322627,1523.6606350235
"573",6621,866.491999864578,971.965360333934,957.594544819059,934.215919729765,1004.93979662375,629.729522087784,3134.9012286112
"574",6643,2218,1789.02297147516,1653.13528087305,2074.02557422153,5417.18960869401,1761.29619058242,1050.66417369383
"575",6648,763.052999973297,820.686502751648,781.341745607309,881.342940641909,814.807470358777,2372.51774698002,2352.58005617238
"576",6663,1272,954.182545609126,1210.89236574937,1056.68929898848,1734.88358151138,3848.3426566238,458.57930638839
"577",6674,1970.96799993515,1797.34658218675,1946.29552591121,1847.15590175852,1641.4329445958,1877.12693122561,1047.86065483897
"578",6678,130,138.144812805658,143.21379038779,105.097515663249,189.543586960498,4705.89435736109,1491.17998689984
"579",6693,626.384999990463,618.967255222982,670.905293505338,665.748885138438,681.074912414664,2113.33158454572,1180.34353664412
"580",6701,971.684000015259,1066.89099080495,1944.53915968545,1324.59792507905,1094.03649991192,1273.48706593679,1836.43678899182
"581",6709,844,927.798479557214,850.971355983618,912.88926497147,795.985381760154,1633.23414918169,472.072212851879
"582",6738,711.026000022888,1275.78742155474,1235.42945495098,718.890071921876,699.230597036687,1662.03485207015,870.234659168008
"583",6754,363,379.123160056633,722.372770117696,560.434980585634,571.578300095035,2126.49143689393,2967.61526621865
"584",6761,511,738.694189959942,626.705159548967,443.548970813188,467.553799669282,1229.58517550166,1020.40057392539
"585",6779,966,963.225622559587,1107.90179542737,1205.91597840117,1385.17156565626,526.257558090459,1237.72152117815
"586",6793,560,517.628533800917,513.977226515223,542.839573427745,617.772066088547,1059.20287083124,1031.54169086722
"587",6827,2547,2443.51498533667,2392.22057784408,2295.25748517013,2342.38802595777,2817.84122551305,1896.62320624766
"588",6833,1371.16799998283,1343.58944169359,1240.71035278713,1303.00935836666,1296.10246895691,2607.98458205706,1094.24818767633
"589",6854,374,442.777665584352,363.204694935206,502.7079323408,486.709715100367,862.18880365925,1216.65902393022
"590",6877,1419,1664.4408015755,1401.89379830239,1361.48581903984,1604.88709075352,1739.6990956622,556.524552276815
"591",6897,1703.11100006104,1516.2627878213,1641.80328074954,1373.85651292559,1169.2310118284,1052.11936086532,1392.32978988435
"592",6898,539,503.585342039005,519.478778750445,526.522538606225,693.497826497159,866.568049471077,775.835744239056
"593",6901,846,1255.72701477978,1020.6827503097,850.768971707982,952.224544466809,1221.88357869212,597.011637828707
"594",6909,274,246.515163324583,212.20459898136,183.383111666851,243.002465213488,526.032441818736,704.877256878844
"595",6926,459,505.01548964925,500.856276424212,475.701368116738,508.995925529399,1207.06182916757,2684.03834391241
"596",6934,1675.25600004196,1703.1364165463,1897.12419471853,2254.40452908482,1651.51342289326,1727.78669479331,3629.70948917467
"597",6958,1220,1286.72818092646,1180.36019398464,1056.44406423338,1167.33497516598,201.072922854965,964.020447815048
"598",6982,482,534.900365963992,498.627753276142,503.718908211818,1045.02559658737,221.763104417471,2036.36004832904
"599",6984,689,590.216167850764,610.117065989948,668.960295743906,833.096800399669,371.144047087992,1796.7796741842
"600",6993,121.914999961853,119.103694864412,122.661753556659,119.360481568594,123.183777403355,4922.37680753322,2141.84502227959
"601",6995,1581.04299998283,1875.50508906101,2140.65183935442,2064.1125382218,1837.87150476678,2319.54485599564,1386.3522920221
"602",7035,827.990999937057,1279.39707386127,2953.21266869998,1141.992369959,926.41776746802,865.917378366164,2508.70725717457
"603",7037,1035,1018.5933100483,995.154713289774,1054.83418775283,996.671729921265,13147.8825119011,1550.90262853609
"604",7046,1299.91499996185,1302.03974015972,1492.57570904031,1359.42955851395,1321.11372300826,2511.18788625421,961.118056142551
"605",7050,757.052000045776,703.148453725449,767.558037970346,644.406881670756,864.653989719899,1111.98424438737,988.105603963494
"606",7068,868,917.728893090555,855.282126470423,901.449312264912,1201.03406752738,960.113859413554,1491.9049375465
"607",7069,1083,1236.65254159992,1098.62942149421,1282.36113534809,1217.43385423724,421.506775530489,869.672322604627
"608",7083,1306.96399998665,1343.93367009856,1154.46287419005,1254.35339664017,1258.97905142368,2853.04039806454,1243.69889824798
"609",7123,1105,930.809577688372,970.069504968369,1137.60014376416,901.981400300126,2467.85834333826,1938.50351016174
"610",7150,2645,2872.74742871748,4033.92525427228,2824.78848989306,2313.61426630172,1273.93828030864,1384.29809652714
"611",7162,943.013000011444,1005.44446727464,1238.13308057101,959.844736060973,1074.49898904754,920.074838521069,360.277854937335
"612",7166,861.105000019073,1339.32863824572,1721.47842444328,1077.23902697727,2412.46133984096,6719.33185968024,2113.71832358312
"613",7174,796.647000074387,852.256896355876,684.064416297746,902.658658167272,931.780864670119,6048.81751915871,2063.70063935178
"614",7194,916,1309.52559010084,1786.17016949243,1144.35213807683,1541.6773730717,172.970846719621,1342.18556457962
"615",7206,1433.62800002098,1364.86562254746,1224.70639954073,1246.88393788734,1650.86598997999,2848.01865721694,1658.52607649891
"616",7213,431,408.234881370768,465.53867396082,429.94998794003,334.724264643367,1051.70878148885,1186.43575774581
"617",7216,919,1011.01672625928,913.372251984957,1027.60050636531,966.511551093858,1239.53487008357,2174.44241519039
"618",7220,1704,2179.00955691544,2061.88643310952,1633.94598487823,2503.69853091908,2951.97729209689,1528.69018590153
"619",7228,1179.91700005531,1124.93645932586,1764.52684808847,1099.2929321617,909.995743692107,14801.8261260938,935.94385033582
"620",7231,1211,1418.54624584242,1411.8244487532,1173.24883824226,1301.48922104265,577.088368195995,914.423247289687
"621",7232,1950,2757.12750718817,2589.63157621435,2815.44816631127,3085.38693669703,704.279211671837,1133.63143996267
"622",7242,1017,1066.47272492305,982.867543855402,1338.02710278194,1540.89856032616,1739.59616365212,920.851952753498
"623",7244,797,1171.38806193671,733.113356690208,521.404149741069,1108.76690960271,7128.11003525556,2099.63813797069
"624",7254,2142.83100008965,1418.34501521554,1332.51652899815,1422.97979214134,1744.24985589106,1932.80499098675,1883.50971037843
"625",7263,1733,1570.11657471639,1519.935919047,1813.20809932027,1823.50961993136,743.119366311602,1066.51907996991
"626",7289,1339.42499995232,1227.10441315775,1907.76566341097,1744.68882698985,1818.38024275661,455.71305851593,1106.60409490217
"627",7295,1524,1339.19176249584,3121.09443188413,1198.5665435002,1237.90553017183,2070.74076444976,3198.46720820935
"628",7305,1271,1367.03002376489,1951.30409254502,1893.18164759998,1270.93883639292,1637.00266791493,1707.17310143669
"629",7345,1989,1637.50583305789,1953.35089773636,1621.76848544901,1507.20430236491,2473.84162266079,2900.43195338668
"630",7346,2103.12199997902,2116.26627081861,2711.42134176162,2408.78341151905,17752.8174579016,2697.92868989152,1769.53663878535
"631",7349,1516.77300000191,1447.57681197684,2722.93690877486,1232.12547099719,1459.8893896794,2349.43705808899,2257.14103883694
"632",7362,247.014999866486,287.681378646932,333.719420005802,340.982260322405,545.907880246544,3135.79257867946,1737.76400350318
"633",7372,286,248.305797918533,240.017960054988,256.111231847918,200.787418515379,1467.42703279782,974.950986593315
"634",7378,1559.8710000515,1519.34147004322,2158.98325773746,1383.52799522213,1201.56322701455,808.31725384808,1711.20193078609
"635",7388,1527,1640.81277263462,1847.41411482703,1836.62348209296,1709.44701295613,2722.4202599066,1120.67773286882
"636",7392,897,885.819343195839,1254.70552681222,1020.26547248831,2111.38631780439,2072.85913065711,1124.72568216081
"637",7396,1562,1302.46165759557,1347.32426434262,1456.6473965185,2907.60960707912,2904.1633653021,976.518948733801
"638",7413,620,537.153939881074,1583.76056216985,658.765617580588,376.023176851939,4363.54960388546,1409.77570680122
"639",7420,1720.98900008202,1983.9407706038,1708.81731142035,1628.08220460144,1670.90375450058,6773.78555244546,1007.58497441087
"640",7441,1679,1182.02086213522,2522.85345663636,1307.40334628285,1360.67717868737,1124.6742653814,1386.19505660114
"641",7452,1662,1081.41664713081,1517.77922984801,1159.3064076175,1054.82072070827,1290.47370329536,854.083248674048
"642",7460,1200.07299995422,1323.59858350681,1589.05854481195,1467.16405539385,1549.65949732902,6381.67858142686,1268.46178427975
"643",7474,737.010999917984,1280.12438391264,1069.70911663703,1119.98983920778,1363.0852341735,1121.91888473453,2130.19623729501
"644",7488,1096,1700.92747870185,2173.05094344071,1556.04335018249,1805.72840815619,665.250351987919,860.646452231678
"645",7496,1200,1000.11771730056,1012.13731444449,940.610991576084,1140.49170506931,1444.97552286827,1634.12601123401
"646",7497,929,846.445451527437,814.480479553522,957.36919739188,1405.53105410844,4333.29556082375,1652.22684175998
"647",7505,655.901000022888,843.339897433033,1450.31910671214,746.034723017852,617.454637568991,1502.75270494833,2803.89794389266
"648",7521,3063,2783.93850449455,3121.44143346547,2639.86188134833,2306.83140630268,1842.7554110895,923.347203110982
"649",7535,509,451.814087546673,435.899873077578,484.995482545097,591.583717506101,1529.98905708628,2427.93913847507
"650",7540,1600.16400003433,1316.86825158923,909.214300788988,941.194167316294,970.032218053699,1718.24891287983,1732.9481008657
"651",7542,1811.92199993134,2355.05300894897,3719.59042260304,3074.95279630403,2933.95760740646,2151.72954779508,1109.19143258773
"652",7547,2628,1815.13204109782,1867.00737450202,1602.86051919322,2355.40832954077,16510.4771709545,1324.78784574808
"653",7565,1009,1251.48426274174,1214.7335524338,1397.97582731279,1105.54662289641,799.275181805842,1438.97730855092
"654",7593,722.943000078201,925.072482174119,1381.62409259269,870.224951776087,1112.53435511137,7066.78428486521,2420.83653022104
"655",7600,1729,1135.61535534448,2034.99811220019,1248.64712956232,1591.19365209489,916.505294476881,1946.02654840746
"656",7603,2367,1911.88360865856,2505.53771667709,2029.70546991376,1946.94432863017,4804.9728979134,1348.71191381064
"657",7607,484,533.387671758072,1222.35068423705,407.341246957173,544.818449268161,225.080796602879,843.214223902787
"658",7612,1286,1130.65548276059,1215.55726781106,1138.67065619821,1200.16146140565,2665.29177201264,904.224114005373
"659",7623,1296,1190.05094342511,1205.75421525686,1277.93707382855,1151.68354152859,1420.23484914597,3995.43695416139
"660",7624,463,418.252610757162,363.849561549294,588.166485109238,695.255689365378,3637.97913146747,2276.96612598644
"661",7631,2131,2223.95579626536,2368.70206834894,2221.32102970694,2714.08840832788,507.177148893023,2249.32818818064
"662",7657,925,882.812051670947,1130.81558840271,852.427561180941,982.730287000094,1227.92497993623,1951.14267704281
"663",7663,310,324.493722347428,347.74506590111,341.226212164907,362.078834246509,1585.86287632316,944.463000987938
"664",7677,2095.96399998665,1750.34966442072,2173.66507828947,1495.5929786122,1456.19502294171,945.714914225697,1421.29112856618
"665",7699,870.09500002861,1258.57017746275,1436.34305500847,1419.49666752291,1103.3147782836,2935.99640711842,749.101715891387
"666",7708,1969,1972.11946888189,2174.44052632734,2208.65542980415,1956.51719484896,1119.03197230279,1235.67875869012
"667",7745,874.223999977112,818.992984323351,1229.27289640928,793.292277274996,879.465271576267,908.15734045438,968.97976607602
"668",7759,1926.03999996185,2722.43940076395,2709.95932554135,1855.70944255275,1937.88062714842,1137.21437921981,899.288438150572
"669",7765,772.526000022888,616.813057584919,878.88766329187,761.117044385711,582.555372397777,3247.79311993602,873.202333395346
"670",7767,1030,750.491778439713,1441.29872255995,787.400302715525,1016.52901113877,390.598075036341,1793.30050276949
"671",7776,836,892.450637547105,922.495660338617,998.432036370721,1095.68257314719,1768.91148523641,1375.95059644022
"672",7797,1728,1623.05479136784,1723.27831930514,1518.87460148551,1541.62134018813,989.32442285029,2015.00572403243
"673",7806,1493,1547.30663628537,1659.71131930861,1503.70166063966,1416.45466123342,2279.28853830616,1566.33849086139
"674",7808,408.233999967575,354.288357530788,380.886142486721,406.942919237108,733.830150733917,2332.28545491013,324.85965615987
"675",7820,1305.01600003242,1748.50152752137,1549.01358426916,1480.60837689333,2120.20877995848,1514.409619563,1013.39213029587
"676",7827,285.118999958038,279.239059863941,341.229340308355,401.717771608927,348.008977191424,748.464396543158,1122.02579823926
"677",7834,2423.16199994087,2499.60608341008,2536.94738425167,2634.38297562674,3059.79025461931,7748.18088503021,1184.78658775813
"678",7837,1078.85899996758,1699.33801319573,4324.53498479662,1230.36551859033,2004.35923300755,100.436072974823,1235.88841475665
"679",7864,1162,990.660963680479,1096.68266766247,1285.22233799376,1221.04734345152,4072.77070755265,1093.94205983554
"680",7883,1238,1235.59370466149,1524.54960781749,1326.4446372296,1223.88300779725,3133.29352041643,1427.64751926633
"681",7886,1865,1447.98908759346,1605.53022379049,1384.44436346266,1314.76075934376,4549.8060727085,994.681394264788
"682",7905,1681,1574.19079136356,2697.0174632476,1485.93753108642,1425.21389223306,1293.11585072456,1164.46400165775
"683",7911,799,686.064293208868,1125.29530169494,699.724791326861,915.524944341144,3696.03805449787,1143.07379150754
"684",7928,1426,1751.67283035912,1871.51976542746,2131.69460330359,1758.53746930971,10906.2411303787,1505.68050854803
"685",7956,1266.02900004387,1251.69030051883,1557.10513452401,1194.39365718393,1421.64916371909,787.99384126979,611.886797046048
"686",7962,1905,1903.96528436332,2229.32975441936,2025.65487166334,3709.28954264215,1078.8945051226,867.486168368324
